Frame_Index,Left_Line_X1,Left_Line_Y1,Left_Line_X2,Left_Line_Y2,Right_Line_X1,Right_Line_Y1,Right_Line_X2,Right_Line_Y2
210,125,720,632,446,1098,720,751,446
211,120,720,646,446,1101,720,752,446
212,120,720,646,446,1104,720,750,446
213,120,720,646,446,1107,720,743,446
214,120,720,646,446,1107,720,743,446
215,120,720,646,446,1107,720,743,446
216,120,720,646,446,1107,720,743,446
217,120,720,646,446,1107,720,743,446
218,118,720,651,446,1108,720,743,446
219,115,720,659,446,1108,720,743,446
220,113,720,668,446,1096,720,733,446
221,114,720,671,446,1096,720,733,446
222,114,720,671,446,1096,720,733,446
223,114,720,671,446,1096,720,733,446
224,114,720,671,446,1100,720,736,446
225,114,720,671,446,1101,720,733,446
226,114,720,671,446,1101,720,733,446
227,114,720,671,446,1101,720,733,446
228,114,720,671,446,1100,720,734,446
229,113,720,675,446,1098,720,737,446
230,113,720,675,446,1097,720,737,446
231,113,720,680,446,1092,720,719,446
232,113,720,680,446,1093,720,709,446
233,113,720,680,446,1083,720,698,446
234,113,720,680,446,1083,720,698,446
235,113,720,680,446,1072,720,689,446
236,113,720,680,446,1072,720,689,446
237,113,720,680,446,1070,720,689,446
238,113,720,680,446,1070,720,689,446
239,113,720,680,446,1069,720,685,446
240,113,720,680,446,1072,720,694,446
241,113,720,680,446,1071,720,689,446
242,113,720,680,446,1069,720,694,446
243,113,720,680,446,1082,720,689,446
244,113,720,680,446,1082,720,688,446
245,113,720,680,446,1082,720,691,446
246,113,720,680,446,1082,720,689,446
247,113,720,680,446,1082,720,683,446
248,113,720,680,446,1084,720,681,446
249,113,720,680,446,1092,720,694,446
250,113,720,680,446,1092,720,699,446
251,113,720,680,446,1103,720,709,446
252,113,720,680,446,1115,720,716,446
253,113,720,680,446,1119,720,719,446
254,113,720,680,446,1119,720,726,446
255,113,720,680,446,1119,720,729,446
256,113,720,680,446,1120,720,735,446
257,113,720,680,446,1123,720,734,446
258,113,720,680,446,1122,720,744,446
259,113,720,680,446,1123,720,743,446
260,113,720,680,446,1123,720,743,446
261,113,720,680,446,1123,720,743,446
262,113,720,680,446,1123,720,743,446
263,113,720,680,446,1123,720,743,446
264,113,720,680,446,1123,720,743,446
265,113,720,680,446,1123,720,743,446
266,113,720,680,446,1123,720,743,446
267,113,720,680,446,1123,720,743,446
268,113,720,680,446,1123,720,743,446
269,113,720,680,446,1123,720,743,446
270,113,720,680,446,1123,720,743,446
271,113,720,680,446,1123,720,743,446
272,113,720,680,446,1123,720,743,446
273,113,720,680,446,1123,720,743,446
274,113,720,680,446,1123,720,743,446
275,113,720,680,446,1123,720,743,446
276,113,720,680,446,1123,720,743,446
277,113,720,680,446,1123,720,743,446
278,113,720,680,446,1110,720,733,446
279,113,720,680,446,1106,720,725,446
280,113,720,680,446,1094,720,721,446
281,113,720,680,446,1086,720,714,446
282,113,720,680,446,1081,720,702,446
283,113,720,680,446,1081,720,702,446
284,113,720,680,446,1081,720,702,446
285,113,720,680,446,1072,720,682,446
286,113,720,680,446,1072,720,682,446
287,113,720,680,446,1072,720,682,446
288,113,720,680,446,1072,720,682,446
289,113,720,680,446,1072,720,682,446
290,113,720,680,446,1067,720,667,446
291,113,720,680,446,1060,720,657,446
292,113,720,680,446,1055,720,646,446
293,113,720,680,446,1046,720,628,446
294,113,720,680,446,1037,720,611,446
295,113,720,680,446,1035,720,595,446
296,113,720,680,446,1032,720,574,446
297,113,720,680,446,1022,720,550,446
298,113,720,680,446,1022,720,550,446
299,111,720,676,446,1022,720,550,446
300,114,720,670,446,1022,720,550,446
301,115,720,672,446,1018,720,532,446
302,118,720,654,446,1030,720,516,446
303,126,720,643,446,1030,720,516,446
304,136,720,627,446,1030,720,516,446
305,147,720,609,446,1033,720,503,446
306,159,720,593,446,1033,720,503,446
307,173,720,572,446,1033,720,503,446
308,180,720,567,446,1033,720,503,446
309,187,720,560,446,1033,720,503,446
310,193,720,553,446,1033,720,503,446
311,199,720,544,446,1033,720,503,446
312,206,720,536,446,1033,720,503,446
313,212,720,530,446,1033,720,503,446
314,220,720,525,446,1033,720,503,446
315,225,720,522,446,1033,720,503,446
316,229,720,519,446,1033,720,503,446
317,234,720,517,446,1033,720,503,446
318,236,720,516,446,1033,720,503,446
319,237,720,514,446,1033,720,503,446
320,238,720,516,446,1033,720,503,446
321,239,720,517,446,1048,720,485,446
322,237,720,530,446,1048,720,485,446
323,237,720,530,446,1048,720,485,446
324,237,720,530,446,1048,720,485,446
325,237,720,530,446,1048,720,485,446
326,237,720,530,446,1048,720,485,446
327,237,720,530,446,1048,720,485,446
328,237,720,530,446,1048,720,485,446
329,237,720,530,446,1048,720,485,446
330,237,720,530,446,1048,720,485,446
331,237,720,530,446,1048,720,485,446
332,237,720,530,446,1048,720,485,446
333,237,720,530,446,1048,720,485,446
334,237,720,530,446,1041,720,453,446
335,237,720,530,446,1041,720,453,446
336,237,720,530,446,1041,720,453,446
337,237,720,530,446,1041,720,453,446
338,237,720,530,446,1041,720,453,446
339,237,720,530,446,1041,720,453,446
340,237,720,530,446,1041,720,453,446
341,237,720,530,446,1041,720,453,446
342,237,720,530,446,1041,720,453,446
343,237,720,530,446,1041,720,453,446
344,237,720,530,446,1041,720,453,446
345,237,720,530,446,1041,720,453,446
346,237,720,530,446,1041,720,453,446
347,237,720,530,446,1041,720,453,446
348,237,720,530,446,1041,720,453,446
349,237,720,530,446,1041,720,453,446
350,237,720,530,446,1041,720,453,446
351,237,720,530,446,1041,720,453,446
352,237,720,530,446,1041,720,453,446
353,237,720,530,446,1041,720,453,446
354,237,720,530,446,1041,720,453,446
355,237,720,530,446,1041,720,453,446
356,237,720,530,446,1041,720,453,446
357,237,720,530,446,1041,720,453,446
358,237,720,530,446,1041,720,453,446
359,237,720,530,446,1046,720,439,446
360,237,720,530,446,1046,720,439,446
361,237,720,530,446,1046,720,439,446
362,237,720,530,446,1051,720,464,446
363,237,720,530,446,1051,720,464,446
364,237,720,530,446,1051,720,464,446
365,237,720,530,446,1051,720,464,446
366,237,720,530,446,1051,720,464,446
367,237,720,530,446,1051,720,464,446
368,237,720,530,446,1051,720,464,446
369,237,720,530,446,1051,720,464,446
370,237,720,530,446,1051,720,464,446
371,237,720,530,446,1051,720,464,446
372,239,720,536,446,1051,720,464,446
373,239,720,534,446,1051,720,464,446
374,238,720,534,446,1051,720,464,446
375,237,720,533,446,1051,720,464,446
376,235,720,532,446,1051,720,464,446
377,235,720,532,446,1051,720,464,446
378,235,720,532,446,1051,720,464,446
379,235,720,532,446,1051,720,464,446
380,235,720,532,446,1051,720,464,446
381,235,720,532,446,1051,720,464,446
382,235,720,532,446,1051,720,464,446
383,235,720,532,446,1051,720,464,446
384,235,720,532,446,1051,720,464,446
385,235,720,532,446,1051,720,464,446
386,235,720,532,446,1051,720,464,446
387,235,720,532,446,1051,720,464,446
388,235,720,532,446,1051,720,464,446
389,235,720,532,446,1051,720,464,446
390,235,720,532,446,1051,720,464,446
391,235,720,532,446,1051,720,464,446
392,235,720,532,446,1051,720,464,446
393,235,720,532,446,1051,720,464,446
394,235,720,532,446,1051,720,464,446
395,235,720,532,446,1051,720,464,446
396,235,720,532,446,1051,720,464,446
397,235,720,532,446,1051,720,464,446
398,235,720,532,446,1051,720,464,446
399,235,720,532,446,1051,720,464,446
400,235,720,532,446,1051,720,464,446
401,235,720,532,446,1051,720,464,446
402,235,720,532,446,1041,720,446,446
403,235,720,532,446,1031,720,421,446
404,235,720,532,446,1031,720,421,446
405,235,720,532,446,1031,720,421,446
406,235,720,532,446,1031,720,421,446
407,235,720,532,446,1031,720,421,446
408,235,720,532,446,1031,720,421,446
409,235,720,532,446,1031,720,421,446
410,235,720,532,446,1031,720,421,446
411,235,720,532,446,1031,720,421,446
412,235,720,532,446,1031,720,421,446
413,235,720,532,446,1031,720,421,446
414,235,720,532,446,1031,720,421,446
415,235,720,532,446,1031,720,421,446
416,235,720,532,446,1031,720,421,446
417,235,720,532,446,1031,720,421,446
418,235,720,532,446,1031,720,421,446
419,235,720,532,446,1031,720,421,446
420,235,720,532,446,1031,720,421,446
421,235,720,532,446,1031,720,421,446
422,235,720,532,446,1031,720,421,446
423,235,720,532,446,1031,720,421,446
424,235,720,532,446,1031,720,421,446
425,235,720,532,446,1031,720,421,446
426,235,720,532,446,1031,720,421,446
427,235,720,532,446,1031,720,421,446
428,235,720,532,446,1031,720,421,446
429,235,720,532,446,1031,720,421,446
430,235,720,532,446,1031,720,421,446
431,235,720,532,446,1031,720,421,446
432,235,720,532,446,1031,720,421,446
433,235,720,532,446,1031,720,421,446
434,235,720,532,446,1031,720,421,446
435,235,720,532,446,1031,720,421,446
436,235,720,532,446,1031,720,421,446
437,235,720,532,446,1031,720,421,446
438,235,720,532,446,1031,720,421,446
439,235,720,532,446,1031,720,421,446
440,235,720,532,446,1031,720,421,446
441,235,720,532,446,1031,720,421,446
442,235,720,532,446,1031,720,421,446
443,235,720,532,446,1031,720,421,446
444,235,720,532,446,1031,720,421,446
445,235,720,532,446,1040,720,424,446
446,235,720,532,446,1040,720,424,446
447,235,720,532,446,1043,720,427,446
448,235,720,532,446,1043,720,427,446
449,235,720,532,446,1043,720,427,446
450,235,720,532,446,1043,720,427,446
451,235,720,532,446,1043,720,427,446
452,235,720,532,446,1043,720,427,446
453,235,720,532,446,1043,720,427,446
454,235,720,532,446,1043,720,427,446
455,235,720,532,446,1043,720,427,446
456,235,720,532,446,1043,720,427,446
457,235,720,532,446,1051,720,414,446
458,235,720,532,446,1051,720,414,446
459,235,720,532,446,1051,720,414,446
460,235,720,532,446,1051,720,414,446
461,235,720,532,446,1051,720,414,446
462,235,720,532,446,1051,720,414,446
463,235,720,532,446,1051,720,414,446
464,235,720,532,446,1051,720,414,446
465,235,720,532,446,1051,720,414,446
466,235,720,532,446,1051,720,414,446
467,235,720,532,446,1051,720,414,446
468,235,720,532,446,1051,720,414,446
469,235,720,532,446,1051,720,414,446
470,235,720,532,446,1051,720,414,446
471,235,720,532,446,1051,720,414,446
472,235,720,532,446,1051,720,414,446
473,235,720,532,446,1051,720,414,446
474,235,720,532,446,1051,720,414,446
475,235,720,532,446,1051,720,414,446
476,230,720,536,446,1051,720,414,446
477,225,720,540,446,1051,720,414,446
478,220,720,544,446,1051,720,414,446
479,215,720,546,446,1051,720,414,446
480,210,720,548,446,1051,720,414,446
481,204,720,553,446,1051,720,414,446
482,196,720,561,446,1051,720,414,446
483,196,720,564,446,1051,720,414,446
484,193,720,571,446,1051,720,414,446
485,197,720,565,446,1051,720,414,446
486,204,720,564,446,1051,720,414,446
487,209,720,574,446,1051,720,414,446
488,215,720,579,446,1051,720,414,446
489,241,720,592,446,1039,720,431,446
490,257,720,606,446,1040,720,441,446
491,291,720,609,446,1040,720,441,446
492,317,720,612,446,1045,720,445,446
493,342,720,617,446,1045,720,445,446
494,365,720,623,446,1045,720,445,446
495,384,720,627,446,1045,720,445,446
496,406,720,630,446,1045,720,445,446
497,425,720,630,446,1045,720,445,446
498,440,720,633,446,1045,720,445,446
499,453,720,634,446,1045,720,445,446
500,466,720,636,446,1045,720,445,446
501,482,720,635,446,1045,720,445,446
502,490,720,637,446,1045,720,445,446
503,501,720,637,446,1045,720,445,446
504,506,720,639,446,1045,720,445,446
505,513,720,640,446,1031,720,480,446
506,513,720,640,446,1031,720,480,446
507,513,720,640,446,1031,720,480,446
508,513,720,640,446,1031,720,480,446
509,511,720,641,446,1031,720,480,446
510,511,720,641,446,1031,720,480,446
511,511,720,641,446,1039,720,497,446
512,511,720,641,446,1033,720,518,446
513,511,720,641,446,1010,720,530,446
514,511,720,641,446,1010,720,530,446
515,511,720,641,446,1010,720,530,446
516,511,720,641,446,1010,720,530,446
517,511,720,641,446,1010,720,530,446
518,511,720,641,446,1010,720,530,446
519,511,720,641,446,1010,720,530,446
520,511,720,641,446,1010,720,530,446
521,511,720,641,446,1010,720,530,446
522,511,720,641,446,1010,720,530,446
523,511,720,641,446,1010,720,530,446
524,511,720,641,446,1010,720,530,446
525,511,720,641,446,1010,720,530,446
526,505,720,640,446,1010,720,530,446
527,500,720,640,446,1010,720,530,446
528,493,720,638,446,1010,720,530,446
529,485,720,635,446,1010,720,530,446
530,473,720,628,446,1010,720,530,446
531,460,720,622,446,1010,720,530,446
532,446,720,618,446,1010,720,530,446
533,431,720,611,446,1010,720,530,446
534,411,720,603,446,1010,720,530,446
535,375,720,598,446,1010,720,530,446
536,350,720,587,446,1010,720,530,446
537,305,720,574,446,1010,720,530,446
538,258,720,558,446,1010,720,530,446
539,199,720,532,446,1010,720,530,446
540,199,720,532,446,1010,720,530,446
541,187,720,527,446,1010,720,530,446
542,187,720,527,446,1010,720,530,446
543,187,720,527,446,1010,720,530,446
544,187,720,527,446,1010,720,530,446
545,187,720,527,446,1010,720,530,446
546,187,720,527,446,1010,720,530,446
547,187,720,527,446,1010,720,530,446
548,187,720,527,446,1010,720,530,446
549,187,720,527,446,1010,720,530,446
550,187,720,527,446,1010,720,530,446
551,187,720,527,446,1010,720,530,446
552,187,720,527,446,1010,720,530,446
553,187,720,527,446,1010,720,530,446
554,187,720,527,446,1010,720,530,446
555,187,720,527,446,1010,720,530,446
556,187,720,527,446,1010,720,530,446
557,187,720,527,446,1010,720,530,446
558,187,720,527,446,1010,720,530,446
559,187,720,527,446,1010,720,530,446
560,187,720,527,446,1010,720,530,446
561,187,720,527,446,1010,720,530,446
562,187,720,527,446,1010,720,530,446
563,187,720,527,446,1010,720,530,446
564,187,720,527,446,1010,720,530,446
565,187,720,527,446,1010,720,530,446
566,187,720,527,446,1010,720,530,446
567,187,720,527,446,1010,720,530,446
568,187,720,527,446,1010,720,530,446
569,187,720,527,446,1010,720,530,446
570,187,720,527,446,1010,720,530,446
571,187,720,527,446,1010,720,530,446
572,187,720,527,446,1010,720,530,446
573,187,720,527,446,1010,720,530,446
574,187,720,527,446,1010,720,530,446
575,187,720,527,446,1010,720,530,446
576,187,720,527,446,1010,720,530,446
577,187,720,527,446,1010,720,530,446
578,187,720,527,446,1010,720,530,446
579,187,720,527,446,1010,720,530,446
580,187,720,527,446,1010,720,530,446
581,187,720,527,446,1010,720,530,446
582,187,720,527,446,1010,720,530,446
583,187,720,527,446,1010,720,530,446
584,187,720,527,446,1010,720,530,446
585,187,720,527,446,1010,720,530,446
586,187,720,527,446,1010,720,530,446
587,187,720,527,446,1010,720,530,446
588,187,720,527,446,1010,720,530,446
589,187,720,527,446,1010,720,530,446
590,187,720,527,446,1010,720,530,446
591,187,720,527,446,1010,720,530,446
592,187,720,527,446,1010,720,530,446
593,187,720,527,446,1010,720,530,446
594,187,720,527,446,1010,720,530,446
595,187,720,527,446,1010,720,530,446
596,187,720,527,446,1010,720,530,446
597,187,720,527,446,1010,720,530,446
598,187,720,527,446,1010,720,530,446
599,187,720,527,446,1010,720,530,446
600,187,720,527,446,1010,720,530,446
601,187,720,527,446,1010,720,530,446
602,187,720,527,446,1010,720,530,446
603,187,720,527,446,1010,720,530,446
604,187,720,527,446,1010,720,530,446
605,187,720,527,446,1010,720,530,446
606,187,720,527,446,1010,720,530,446
607,187,720,527,446,1010,720,530,446
608,187,720,527,446,1010,720,530,446
609,187,720,527,446,1010,720,530,446
610,187,720,527,446,1010,720,530,446
611,187,720,527,446,1010,720,530,446
612,187,720,527,446,1010,720,530,446
613,187,720,527,446,1010,720,530,446
614,187,720,527,446,1010,720,530,446
615,187,720,527,446,1010,720,530,446
616,188,720,529,446,1010,720,530,446
617,217,720,524,446,1010,720,530,446
618,217,720,524,446,1010,720,530,446
619,226,720,524,446,1010,720,530,446
620,243,720,524,446,1010,720,530,446
621,240,720,533,446,1010,720,530,446
622,248,720,538,446,1010,720,530,446
623,256,720,539,446,1010,720,530,446
624,263,720,543,446,1010,720,530,446
625,269,720,546,446,1010,720,530,446
626,276,720,548,446,1010,720,530,446
627,283,720,550,446,1010,720,530,446
628,289,720,553,446,1010,720,530,446
629,296,720,554,446,1010,720,530,446
630,303,720,558,446,1010,720,530,446
631,308,720,556,446,1010,720,530,446
632,313,720,556,446,1010,720,530,446
633,305,720,560,446,1010,720,530,446
634,305,720,562,446,1010,720,530,446
635,299,720,567,446,1010,720,530,446
636,305,720,564,446,1010,720,530,446
637,305,720,565,446,1010,720,530,446
638,304,720,569,446,1010,720,530,446
639,303,720,574,446,1010,720,530,446
640,304,720,572,446,1010,720,530,446
641,303,720,573,446,1010,720,530,446
642,303,720,573,446,1010,720,530,446
643,303,720,573,446,1010,720,530,446
644,303,720,573,446,1010,720,530,446
645,303,720,573,446,1010,720,530,446
646,303,720,573,446,1010,720,530,446
647,303,720,573,446,1010,720,530,446
648,303,720,573,446,1010,720,530,446
649,303,720,573,446,1010,720,530,446
650,303,720,573,446,1010,720,530,446
651,303,720,573,446,1010,720,530,446
652,303,720,573,446,1010,720,530,446
653,303,720,573,446,1010,720,530,446
654,303,720,573,446,1010,720,530,446
655,303,720,573,446,1010,720,530,446
656,303,720,573,446,1010,720,530,446
657,303,720,573,446,1010,720,530,446
658,303,720,573,446,1010,720,530,446
659,303,720,573,446,1010,720,530,446
660,303,720,573,446,1010,720,530,446
661,303,720,573,446,1010,720,530,446
662,303,720,573,446,1010,720,530,446
663,303,720,573,446,1010,720,530,446
664,303,720,573,446,1010,720,530,446
665,303,720,573,446,1010,720,530,446
666,303,720,573,446,1010,720,530,446
667,303,720,573,446,1010,720,530,446
668,303,720,573,446,1010,720,530,446
669,303,720,573,446,1010,720,530,446
670,303,720,573,446,1010,720,530,446
671,303,720,573,446,1010,720,530,446
672,303,720,573,446,1010,720,530,446
673,303,720,573,446,1010,720,530,446
674,303,720,573,446,1010,720,530,446
675,303,720,573,446,1010,720,530,446
676,303,720,573,446,1010,720,530,446
677,303,720,573,446,1010,720,530,446
678,303,720,573,446,1010,720,530,446
679,303,720,573,446,1010,720,530,446
680,305,720,575,446,1010,720,530,446
681,305,720,575,446,1010,720,530,446
682,307,720,577,446,1010,720,530,446
683,308,720,579,446,1005,720,568,446
684,310,720,582,446,993,720,590,446
685,313,720,583,446,1003,720,595,446
686,313,720,583,446,1003,720,595,446
687,313,720,583,446,1003,720,595,446
688,313,720,583,446,1023,720,615,446
689,313,720,583,446,1023,720,615,446
690,313,720,583,446,1038,720,635,446
691,313,720,583,446,1038,720,635,446
692,313,720,583,446,1038,720,635,446
693,313,720,583,446,1038,720,635,446
694,313,720,583,446,1038,720,635,446
695,313,720,583,446,1038,720,635,446
696,313,720,583,446,1038,720,635,446
697,313,720,583,446,1038,720,635,446
698,313,720,583,446,1015,720,643,446
699,313,720,583,446,1014,720,644,446
700,313,720,583,446,1014,720,644,446
701,313,720,583,446,1014,720,644,446
702,313,720,583,446,1014,720,644,446
703,313,720,583,446,1014,720,644,446
704,313,720,583,446,1014,720,644,446
705,313,720,583,446,1014,720,644,446
706,313,720,583,446,1014,720,644,446
707,313,720,583,446,1014,720,644,446
708,313,720,583,446,1014,720,644,446
709,313,720,583,446,1014,720,644,446
710,313,720,583,446,1014,720,644,446
711,313,720,583,446,1014,720,644,446
712,313,720,583,446,1014,720,644,446
713,313,720,583,446,1014,720,644,446
714,313,720,583,446,1014,720,644,446
715,313,720,583,446,1014,720,644,446
716,313,720,583,446,1014,720,644,446
717,313,720,583,446,1018,720,658,446
718,313,720,583,446,1026,720,666,446
719,313,720,583,446,1028,720,673,446
720,313,720,583,446,1032,720,684,446
721,313,720,583,446,1043,720,685,446
722,313,720,583,446,1039,720,685,446
